region,day_type,time_slice,hour,flow_pems,flow_sl,speed_pems,speed_sl,flow_abs_error,speed_abs_error,flow_pct_error,speed_pct_error
urban,weekday,am_peak,6,3307.7351778656125,3826.090909090909,61.938339920948614,60.48221343873518,518.3557312252965,1.4561264822134348,15.67101667309947,2.350929140289967
urban,weekday,am_peak,7,3909.723320158103,4635.316205533597,53.88181818181818,54.45059288537549,725.592885375494,0.5687747035573096,18.558676048364266,1.055596716573377
urban,weekday,am_peak,8,3685.1501976284585,4360.699604743083,51.79169960474308,52.56126482213439,675.5494071146245,0.7695652173913103,18.331665492206195,1.4858852350171448
urban,weekday,am_peak,9,3204.6324110671935,4000.8695652173915,61.62292490118577,63.276679841897234,796.237154150198,1.6537549407114653,24.84644264972151,2.6836683642707833
urban,weekday,midday,10,3172.905138339921,3957.8498023715415,64.03517786561265,64.3399209486166,784.9446640316205,0.3047430830039417,24.738989342817455,0.47589948706551644
urban,weekday,midday,11,3401.0474308300395,4254.754940711462,63.654545454545456,63.69960474308301,853.7075098814225,0.04505928853755137,25.10131150017722,0.07078722849372537
urban,weekday,midday,12,3736.122529644269,4591.276679841897,63.52569169960474,63.3399209486166,855.154150197628,0.18577075098814078,22.88881436335148,0.2924340467894451
urban,weekday,midday,13,4198.691699604743,4982.814229249012,62.634387351778656,62.17391304347826,784.122529644269,0.46047430830039815,18.675401428451742,0.7351781150411809
urban,weekday,midday,14,4438.715415019763,5078.098814229249,56.25177865612648,54.78656126482213,639.383399209486,1.4652173913043498,14.404694589023098,2.6047485542837503
urban,weekday,off_peak,0,590.2134387351779,754.4268774703557,66.95256916996047,64.51778656126483,164.21343873517787,2.4347826086956417,27.822721062923577,3.636578310407919
urban,weekday,off_peak,1,430.7905138339921,522.5652173913044,66.99288537549407,64.3913043478261,91.77470355731225,2.601581027667976,21.303789338471418,3.8833691265664334
urban,weekday,off_peak,2,405.6324110671937,445.94071146245057,67.07628458498023,65.31349206349206,40.30830039525688,1.7627925214881657,9.937149817295971,2.628041389583602
urban,weekday,off_peak,3,520.905138339921,615.395256916996,67.04229249011858,65.98015873015873,94.49011857707501,1.062133759959849,18.13960193946382,1.5842742252830895
urban,weekday,off_peak,4,933.5573122529644,1133.5770750988142,66.68774703557312,65.8695652173913,200.01976284584987,0.8181818181818272,21.425547228925872,1.226884779516372
urban,weekday,off_peak,5,2326.822134387352,2607.675889328063,66.2707509881423,61.54940711462451,280.85375494071104,4.721343873517789,12.070271757779171,7.124325291503894
urban,weekday,off_peak,19,2548.9214876033056,3350.223140495868,65.06735537190082,63.80578512396694,801.3016528925623,1.261570247933875,31.436890339294383,1.9388681785562183
urban,weekday,off_peak,20,2133.301652892562,2801.3636363636365,66.07561983471074,64.32644628099173,668.0619834710747,1.7491735537190038,31.315870522354107,2.647229883116633
urban,weekday,off_peak,21,1841.900826446281,2389.223140495868,66.64834710743801,64.52066115702479,547.322314049587,2.1276859504132233,29.71508054022526,3.192406177730658
urban,weekday,off_peak,22,1454.4917355371902,1818.719008264463,66.65371900826446,64.89256198347107,364.22727272727275,1.7611570247933912,25.04154982996531,2.642248701194038
urban,weekday,off_peak,23,981.9958677685951,1240.3223140495868,66.86652892561983,65.04132231404958,258.3264462809917,1.8252066115702519,26.30626612187188,2.729626677048771
urban,weekday,pm_peak,15,4145.264822134387,4797.683794466403,49.05217391304348,49.205533596837945,652.418972332016,0.15335968379446285,15.73889727981449,0.31264604921757183
urban,weekday,pm_peak,16,4136.305785123967,4868.161157024793,50.36776859504132,50.611570247933884,731.855371900826,0.2438016528925644,17.69345425410544,0.48404298958077435
urban,weekday,pm_peak,17,4083.8925619834713,4848.107438016529,53.15867768595041,51.80165289256198,764.2148760330579,1.357024793388426,18.712903545677335,2.5527813189888304
urban,weekday,pm_peak,18,3395.2727272727275,4276.785123966943,60.27520661157025,59.946280991735534,881.5123966942151,0.32892561983471325,25.962933393050136,0.5457063332099366
urban,weekend,am_peak,6,1201.8068181818182,1294.9431818181818,66.31477272727273,66.47727272727273,93.13636363636351,0.16250000000000853,7.749695061413202,0.24504343951883664
urban,weekend,am_peak,7,1715.9772727272727,1726.1477272727273,66.45340909090909,67.02272727272727,10.170454545454504,0.5693181818181756,0.5926916811252508,0.8567177961319354
urban,weekend,am_peak,8,2071.840909090909,2215.4886363636365,65.81022727272727,66.38636363636364,143.64772727272748,0.5761363636363654,6.933337721174635,0.8754511076960295
urban,weekend,am_peak,9,2525.0113636363635,2756.284090909091,65.39431818181818,66.2840909090909,231.27272727272748,0.889772727272728,9.159274710734884,1.3606269657844905
urban,weekend,midday,10,2890.3522727272725,3345.3977272727275,65.01022727272726,65.9659090909091,455.04545454545496,0.9556818181818301,15.743598413216397,1.470048418955078
urban,weekend,midday,11,3192.1022727272725,3795.8636363636365,64.19772727272726,65.14772727272727,603.761363636364,0.9500000000000028,18.914223669924006,1.4798031649378742
urban,weekend,midday,12,3462.443181818182,4062.556818181818,63.56818181818182,64.3409090909091,600.113636363636,0.7727272727272734,17.33208618454519,1.215588130139436
urban,weekend,midday,13,3768.715909090909,4355.170454545455,63.57613636363636,64.63636363636364,586.454545454546,1.060227272727282,15.561123724924405,1.6676497399324506
urban,weekend,midday,14,3714.181818181818,4283.068181818182,63.80340909090909,64.69318181818181,568.886363636364,0.8897727272727209,15.316599765028402,1.3945535825600555
urban,weekend,off_peak,0,831.8068181818181,1058.9431818181818,66.89999999999999,65.27272727272727,227.13636363636363,1.6272727272727252,27.306383966994087,2.432395705938304
